scorer,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000
individuals,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB
bodyparts,a,a,a,b,b,b,c,c,c,d,d,d,e,e,e,a,a,a,b,b,b,c,c,c,d,d,d,e,e,e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2348,51.946,251.068,0.42399999499320984,69.364,291.43,0.9330000281333923,92.729,348.001,0.9679999947547913,111.479,370.801,0.9959999918937683,129.441,404.983,0.9700000286102295,77.641,120.7,0.8489999771118164,85.109,160.043,0.9980000257492065,82.75,187.383,0.972000002861023,60.494,212.731,0.9430000185966492,59.687,244.627,0.8420000076293945
2349,51.746,251.59,0.3659999966621399,67.114,285.771,0.9890000224113464,75.068,317.668,0.8299999833106995,78.301,354.834,0.9200000166893005,94.365,378.7,0.8650000095367432,67.896,117.591,0.9929999709129333,75.128,155.59,0.9980000257492065,74.394,188.62,0.878000020980835,59.334,220.541,0.9580000042915344,74.845,240.009,0.9779999852180481
2350,52.464,251.222,0.953000009059906,71.048,298.94,0.9940000176429749,81.241,325.646,0.9929999709129333,87.301,356.628,0.9929999709129333,100.664,385.592,0.9810000061988831,66.736,122.917,0.9570000171661377,74.397,160.32,0.996999979019165,68.202,189.349,0.9190000295639038,58.86,221.608,0.9129999876022339,52.312,237.239,0.8579999804496765
2351,53.191,267.391,0.699999988079071,67.399,309.224,0.9890000224113464,76.615,340.031,0.9940000176429749,84.176,364.346,0.996999979019165,92.891,389.684,0.9580000042915344,76.461,115.373,0.9679999947547913,74.834,163.565,0.996999979019165,75.811,188.745,0.8619999885559082,60.893,214.959,0.9710000157356262,60.853,242.687,0.9319999814033508
2352,91.027,237.048,0.9150000214576721,74.527,283.642,0.9879999756813049,75.278,323.469,0.972000002861023,77.005,364.449,0.9810000061988831,85.771,388.176,0.8650000095367432,90.565,124.284,0.9980000257492065,84.026,164.683,0.996999979019165,75.524,188.348,0.7049999833106995,52.28,204.385,0.5450000166893005,52.899,245.777,0.8209999799728394
2353,130.937,232.431,0.9959999918937683,91.737,281.335,0.9789999723434448,84.349,317.481,0.9750000238418579,84.693,348.755,0.7599999904632568,84.744,394.992,0.9459999799728394,99.678,129.527,0.9990000128746033,83.701,166.126,0.9900000095367432,76.935,197.652,0.9950000047683716,67.331,204.094,0.8759999871253967,,,0.0
2354,162.043,200.142,0.9990000128746033,125.275,249.63,0.9850000143051147,100.933,286.159,0.9580000042915344,100.82,318.396,0.9049999713897705,93.798,360.338,0.4339999854564667,107.191,136.646,1.0,88.781,173.115,0.9369999766349792,68.148,196.617,0.8960000276565552,53.174,212.444,0.8529999852180481,51.112,220.561,0.6039999723434448
2355,156.607,163.872,0.8489999771118164,137.142,196.294,0.7639999985694885,115.774,245.498,0.9010000228881836,109.062,285.04,0.9639999866485596,124.362,314.616,0.968999981880188,108.394,133.561,0.9959999918937683,84.0,173.413,0.7710000276565552,76.408,195.84,0.3109999895095825,,,0.0,,,0.0
2356,139.415,131.174,0.996999979019165,136.748,171.54,0.9850000143051147,130.871,212.383,0.9900000095367432,123.905,270.238,0.9679999947547913,140.382,307.904,0.5619999766349792,,,,,,,,,,,,,,,
2357,122.916,97.488,0.9950000047683716,130.869,146.525,0.9990000128746033,123.23,180.708,0.9940000176429749,114.888,234.129,0.9800000190734863,101.496,267.086,0.9390000104904175,,,,,,,,,,,,,,,
2358,100.459,92.111,0.7720000147819519,117.295,130.865,0.9900000095367432,129.714,158.046,0.9950000047683716,132.393,204.603,0.9950000047683716,122.756,235.22,0.996999979019165,,,,,,,,,,,,,,,
2359,91.929,91.748,0.8579999804496765,117.41,131.809,0.9900000095367432,132.703,166.029,0.9959999918937683,132.268,202.935,0.9919999837875366,123.671,233.825,0.9940000176429749,12.783,164.262,0.7979999780654907,67.812,179.627,0.46399998664855957,68.054,188.528,0.11400000005960464,44.096,219.258,0.10899999737739563,53.68,233.625,0.8989999890327454
2360,83.476,100.619,0.9819999933242798,114.707,139.051,0.9829999804496765,123.498,170.935,0.9599999785423279,123.073,210.294,0.9760000109672546,123.255,234.095,0.9760000109672546,,,,,,,,,,,,,,,
2361,84.736,115.533,0.9580000042915344,104.569,140.588,0.9620000123977661,121.433,173.691,0.859000027179718,124.543,212.533,0.9890000224113464,125.354,244.015,0.902999997138977,,,0.0,,,0.0,35.984,212.231,0.17800000309944153,44.071,227.219,0.37599998712539673,52.845,237.093,0.9929999709129333
2362,91.537,131.225,0.7110000252723694,115.731,156.572,0.609000027179718,132.495,187.457,0.7950000166893005,132.029,219.33,0.9620000123977661,116.161,250.906,0.906000018119812,,,,,,,,,,,,,,,
2363,68.161,131.818,0.3449999988079071,108.034,160.752,0.9200000166893005,121.495,195.315,0.9350000023841858,131.318,219.134,0.8970000147819519,116.102,250.168,0.6790000200271606,,,,,,,,,,,,,,,
2364,60.031,130.793,0.9269999861717224,107.1,155.779,0.9869999885559082,120.095,181.101,0.9959999918937683,131.245,217.601,0.9670000076293945,116.462,243.817,0.1509999930858612,,,,,,,,,,,,,,,
2365,60.166,131.793,0.9629999995231628,101.267,148.916,0.9539999961853027,121.718,174.333,0.9509999752044678,132.593,211.363,0.9440000057220459,126.05,244.537,0.7799999713897705,,,,,,,,,,,,,,,
2366,53.456,91.871,0.953000009059906,91.288,130.989,0.800000011920929,118.246,163.507,0.9369999766349792,131.687,179.938,0.8859999775886536,,,0.0,,,0.0,67.8,203.528,0.2759999930858612,43.552,179.129,0.8920000195503235,43.329,219.175,0.6050000190734863,46.01,241.955,0.9789999723434448
2367,67.984,75.823,0.375,99.827,132.373,0.8640000224113464,120.95,157.555,0.9539999961853027,133.859,187.804,0.8389999866485596,,,0.0,102.345,226.049,0.9449999928474426,67.14,208.075,0.9959999918937683,50.662,203.326,0.7329999804496765,44.848,163.83,0.3070000112056732,51.843,235.173,0.27900001406669617
2368,98.869,66.627,0.996999979019165,102.279,110.374,0.9959999918937683,113.409,149.716,0.9990000128746033,123.607,187.835,0.9909999966621399,,,0.0,85.674,245.833,0.9890000224113464,68.245,218.648,0.9739999771118164,44.224,203.022,0.8510000109672546,52.157,171.915,0.3449999988079071,51.572,156.153,0.7279999852180481
2369,107.164,61.012,0.9819999933242798,103.655,107.175,0.9940000176429749,117.574,148.751,0.9980000257492065,123.579,180.0,0.703000009059906,,,0.0,97.829,245.157,0.9900000095367432,66.439,229.069,0.9739999771118164,42.589,195.381,0.9700000286102295,45.272,163.588,0.7049999833106995,52.929,149.577,0.9589999914169312
2370,148.65,54.807,0.9990000128746033,118.542,98.557,0.9990000128746033,117.201,143.334,1.0,124.108,179.385,0.9929999709129333,109.91,205.147,0.6079999804496765,108.629,229.08,0.9950000047683716,68.351,228.959,0.878000020980835,43.71,189.693,0.972000002861023,52.278,234.468,0.367000013589859,49.423,147.865,0.9760000109672546
2371,171.923,54.483,1.0,144.786,100.669,0.9990000128746033,128.802,133.439,0.9990000128746033,124.852,170.707,0.9919999837875366,117.663,201.746,0.9190000295639038,,,0.0,52.981,157.606,0.9190000295639038,44.555,180.294,0.7089999914169312,37.385,212.313,0.527999997138977,44.987,234.492,0.8960000276565552
2372,199.966,54.965,0.9990000128746033,162.659,87.703,0.9980000257492065,132.917,118.065,0.9980000257492065,117.399,153.005,0.9869999885559082,82.402,142.623,0.9380000233650208,,,0.0,,,0.0,43.983,180.561,0.9610000252723694,44.359,210.807,0.22100000083446503,53.489,234.657,0.9909999966621399
2373,218.538,56.141,0.9990000128746033,181.791,85.697,0.9990000128746033,144.941,112.636,0.996999979019165,122.313,139.094,0.9259999990463257,93.684,155.772,0.4830000102519989,,,0.0,,,0.0,44.768,180.021,0.9940000176429749,36.272,171.172,0.29899999499320984,51.31,230.019,0.9729999899864197
2374,236.255,59.829,0.9990000128746033,189.769,93.552,0.9940000176429749,154.029,113.197,0.9990000128746033,123.768,133.366,0.9810000061988831,,,0.0,60.813,245.824,0.9509999752044678,53.32,217.624,0.968999981880188,52.316,187.756,0.9879999756813049,51.223,158.478,0.9700000286102295,94.786,148.739,0.972000002861023
2375,267.176,60.393,1.0,222.257,90.439,0.996999979019165,180.927,99.642,0.9990000128746033,148.853,123.015,0.9800000190734863,132.365,146.732,0.7200000286102295,86.27,274.964,0.9990000128746033,60.633,231.101,0.9919999837875366,56.16,193.717,1.0,50.058,165.896,0.9919999837875366,59.118,140.023,0.9739999771118164
2376,295.01,70.661,1.0,239.476,94.923,0.9940000176429749,195.637,106.229,0.9760000109672546,165.267,113.0,0.9940000176429749,138.001,131.409,0.996999979019165,85.89,284.805,0.9860000014305115,68.207,242.675,0.9829999804496765,60.741,205.881,0.9900000095367432,52.388,170.366,0.9819999933242798,61.503,141.367,0.9760000109672546
2377,306.459,98.548,1.0,257.037,103.2,1.0,218.925,104.048,0.9990000128746033,179.086,106.64,0.9940000176429749,147.867,115.56,0.9950000047683716,84.25,315.071,0.9629999995231628,80.551,272.838,1.0,76.966,227.129,0.996999979019165,70.029,187.58,0.9869999885559082,62.179,158.296,0.9359999895095825
2378,317.285,111.888,1.0,265.994,107.114,0.9980000257492065,225.213,101.472,1.0,181.061,99.492,0.9959999918937683,142.577,108.652,0.9990000128746033,107.405,369.905,1.0,85.735,318.493,0.9980000257492065,77.718,243.561,0.8500000238418579,77.334,202.486,0.9869999885559082,83.794,173.976,0.9049999713897705
2379,334.624,121.994,0.9980000257492065,274.608,110.604,0.9980000257492065,236.625,102.28,0.996999979019165,195.007,99.494,0.9459999799728394,155.394,105.341,0.9959999918937683,112.175,413.986,0.996999979019165,93.103,365.23,0.9980000257492065,77.181,309.126,0.9449999928474426,67.411,268.322,0.9480000138282776,52.507,236.809,0.8029999732971191
2380,441.219,128.756,1.0,382.81,114.811,0.9919999837875366,333.517,106.967,0.9990000128746033,287.374,100.004,1.0,244.34,99.641,1.0,102.364,457.043,0.9980000257492065,89.696,411.279,0.9919999837875366,83.685,365.716,0.8619999885559082,62.791,290.827,0.9890000224113464,52.992,267.373,0.9810000061988831
2381,513.554,157.981,1.0,462.573,138.257,0.9990000128746033,424.322,118.62,1.0,386.384,102.098,1.0,347.625,97.711,1.0,119.882,473.362,0.9990000128746033,91.574,422.263,0.9929999709129333,83.122,380.817,0.9869999885559082,68.303,314.715,0.8790000081062317,58.417,283.463,0.6110000014305115
2382,565.789,203.113,1.0,516.442,171.375,0.9990000128746033,480.54,152.445,1.0,437.086,137.007,1.0,399.965,121.914,1.0,107.017,476.456,0.9900000095367432,92.449,433.088,0.9890000224113464,92.222,388.783,0.9990000128746033,92.958,352.582,0.9940000176429749,82.119,323.814,0.9739999771118164
2383,616.6,251.257,1.0,580.292,216.981,1.0,550.821,185.032,0.9990000128746033,514.588,160.67,1.0,487.522,133.935,1.0,84.214,475.72,0.7089999914169312,82.737,445.002,0.9390000104904175,87.087,406.321,0.9980000257492065,93.038,373.637,0.9980000257492065,85.241,345.889,0.9980000257492065
2384,640.453,285.678,1.0,612.084,246.437,1.0,587.937,209.569,1.0,552.711,181.957,1.0,523.004,163.796,1.0,83.701,475.748,0.3009999990463257,84.087,452.415,0.9490000009536743,81.08,414.148,0.9950000047683716,83.968,385.135,0.9990000128746033,87.72,356.056,0.9990000128746033
2385,676.32,305.451,1.0,642.564,264.52,1.0,624.139,235.658,1.0,597.135,208.837,1.0,573.11,184.827,1.0,82.968,476.173,0.4339999854564667,82.096,450.506,0.9670000076293945,77.371,413.0,0.9919999837875366,81.363,378.678,1.0,84.044,354.105,0.9980000257492065
2386,651.048,333.314,1.0,649.602,279.308,1.0,639.496,236.51,1.0,611.871,202.023,1.0,593.933,176.35,1.0,76.427,475.921,0.3179999887943268,76.182,446.781,0.902999997138977,81.608,413.899,0.9879999756813049,85.829,379.083,0.9959999918937683,89.668,344.373,0.9990000128746033
2387,634.69,356.466,1.0,635.426,301.656,1.0,625.68,255.72,1.0,608.813,218.014,1.0,598.604,187.138,1.0,100.122,490.594,0.7409999966621399,82.473,451.078,0.9390000104904175,76.674,414.657,0.9850000143051147,84.369,379.505,0.9980000257492065,90.958,344.925,1.0
2388,631.992,411.46,1.0,625.812,361.511,1.0,621.766,312.286,1.0,612.133,268.958,1.0,611.944,241.956,0.9950000047683716,152.787,475.618,0.9990000128746033,107.421,450.437,0.9929999709129333,84.619,415.241,0.9860000014305115,84.946,378.463,0.9980000257492065,88.231,349.627,0.9990000128746033
2389,661.178,458.324,1.0,639.414,408.587,1.0,628.749,367.519,1.0,629.53,331.99,1.0,621.823,298.379,1.0,195.146,477.611,1.0,147.022,459.058,0.9900000095367432,108.032,429.241,0.9210000038146973,93.014,394.222,0.9559999704360962,84.017,363.884,0.8880000114440918
2390,678.362,466.96,1.0,655.293,418.051,0.9990000128746033,643.014,376.053,1.0,637.736,339.466,1.0,634.117,306.271,1.0,203.076,479.8,1.0,162.985,452.673,0.9990000128746033,123.66,428.637,0.9580000042915344,99.839,397.314,0.9959999918937683,85.176,371.526,1.0
2391,680.621,446.673,1.0,654.532,395.613,1.0,645.124,365.123,1.0,637.339,332.739,1.0,633.254,303.301,1.0,260.386,459.138,1.0,206.739,455.828,0.9980000257492065,163.889,443.21,0.996999979019165,132.454,435.861,0.996999979019165,98.855,417.724,0.9909999966621399
2392,,,0.0,660.744,394.058,0.9819999933242798,644.43,356.381,0.9990000128746033,638.446,329.381,1.0,634.097,302.181,1.0,275.731,462.326,1.0,221.884,457.37,1.0,174.441,445.245,0.996999979019165,135.733,443.599,0.9629999995231628,100.732,445.058,0.9169999957084656
2393,589.193,212.76,0.42800000309944153,611.752,249.969,0.9599999785423279,642.231,285.062,0.9990000128746033,666.503,314.305,0.9909999966621399,701.528,332.874,0.8759999871253967,296.767,469.932,1.0,246.626,458.13,1.0,203.409,450.894,0.9990000128746033,158.322,445.486,0.9929999709129333,132.307,436.846,0.9350000023841858
2394,564.342,133.709,0.7919999957084656,606.34,178.0,0.9990000128746033,618.622,222.135,0.9990000128746033,651.886,260.818,0.9980000257492065,682.65,293.039,0.9959999918937683,317.194,477.038,1.0,269.912,461.018,0.9980000257492065,221.383,449.688,0.9940000176429749,176.797,443.383,0.9950000047683716,147.813,436.421,1.0
2395,,,,,,,,,,,,,,,,322.252,491.893,1.0,274.462,466.469,1.0,228.49,453.563,1.0,190.952,442.83,0.9980000257492065,156.557,440.196,0.9990000128746033
2396,444.819,141.342,0.9990000128746033,499.369,140.395,1.0,540.128,139.096,1.0,579.545,132.254,1.0,611.657,133.473,1.0,309.614,491.17,0.9990000128746033,272.507,460.384,0.9990000128746033,237.475,448.631,0.9990000128746033,203.178,441.966,0.9890000224113464,173.605,437.132,1.0
2397,433.564,142.379,1.0,484.707,140.435,1.0,528.834,134.641,1.0,572.101,123.347,0.9990000128746033,603.727,117.794,1.0,259.929,508.259,0.9829999804496765,242.036,467.833,0.9940000176429749,226.056,449.22,0.9990000128746033,206.768,451.405,0.9950000047683716,179.54,443.725,1.0
2398,424.803,138.492,1.0,483.445,141.978,0.9990000128746033,523.504,135.158,1.0,565.345,123.971,1.0,601.337,117.69,1.0,236.286,515.065,0.8130000233650208,236.494,471.542,0.9959999918937683,222.776,449.325,1.0,205.718,446.097,0.9990000128746033,180.974,442.793,1.0
2399,472.125,103.511,1.0,512.533,128.026,1.0,547.462,134.86,0.9990000128746033,581.79,129.884,0.9959999918937683,613.6,122.973,1.0,219.45,511.754,0.7089999914169312,219.12,472.864,1.0,214.069,454.426,0.9990000128746033,203.937,448.025,1.0,185.273,444.51,1.0
2400,532.185,107.2,0.9890000224113464,555.499,137.044,0.9990000128746033,570.185,130.903,1.0,595.885,131.725,0.9990000128746033,619.021,123.808,0.996999979019165,188.84,515.116,0.9959999918937683,211.397,477.334,0.9700000286102295,226.62,459.865,0.9990000128746033,209.673,446.972,0.9919999837875366,193.794,444.921,0.9980000257492065
2401,,,0.0,580.308,142.861,0.9990000128746033,596.165,125.996,0.9810000061988831,607.12,125.231,0.9649999737739563,628.657,123.409,0.9990000128746033,172.221,531.18,0.9570000171661377,189.179,491.816,0.9089999794960022,217.998,465.5,0.9950000047683716,210.772,450.668,0.9649999737739563,197.951,444.418,0.9980000257492065
2402,,,,,,,,,,,,,,,,147.359,532.23,0.9300000071525574,186.009,508.272,0.7940000295639038,201.985,481.805,0.765999972820282,221.545,472.57,0.9940000176429749,208.696,447.362,0.9990000128746033
2403,,,,,,,,,,,,,,,,148.949,530.939,0.8870000243186951,171.854,501.654,0.8730000257492065,188.483,483.414,0.9129999876022339,220.429,476.01,0.8420000076293945,217.984,451.242,0.9160000085830688
2404,685.855,494.366,1.0,734.15,460.417,1.0,773.028,445.951,1.0,811.596,426.472,1.0,840.5,405.92,1.0,124.405,532.623,0.7350000143051147,164.473,501.525,0.9710000157356262,196.014,484.682,0.9110000133514404,221.705,468.747,0.9419999718666077,219.158,451.992,0.8769999742507935
2405,618.363,475.33,1.0,666.613,459.882,1.0,718.868,453.76,0.9980000257492065,766.285,448.588,0.9950000047683716,801.02,436.066,0.9819999933242798,124.249,532.303,0.6869999766349792,164.261,499.361,0.9810000061988831,188.765,484.614,0.9039999842643738,221.129,461.947,0.9629999995231628,218.919,450.379,0.9959999918937683
2406,569.617,481.665,1.0,620.875,452.397,0.9959999918937683,656.265,441.762,1.0,692.466,432.078,1.0,725.706,417.609,1.0,148.957,523.714,0.7850000262260437,178.677,516.544,0.968999981880188,194.764,491.936,0.9449999928474426,211.209,475.873,0.9599999785423279,209.707,447.205,0.996999979019165
2407,554.651,490.239,1.0,601.848,451.267,0.9850000143051147,637.657,435.178,0.9990000128746033,669.869,427.615,0.9990000128746033,699.997,409.677,1.0,219.956,475.437,0.5979999899864197,186.85,483.914,0.48500001430511475,196.325,481.547,0.9800000190734863,219.79,474.275,0.9359999895095825,227.999,459.008,0.9800000190734863
2408,571.545,493.407,0.9990000128746033,608.074,450.174,0.9990000128746033,637.42,435.501,0.9959999918937683,669.089,421.459,0.996999979019165,696.116,411.767,1.0,,,,,,,,,,,,,,,
2409,620.962,469.357,0.9990000128746033,637.348,436.549,1.0,651.195,420.054,0.9990000128746033,672.405,414.552,1.0,691.261,414.136,1.0,,,0.0,,,0.0,210.845,480.796,0.9679999947547913,211.846,475.618,0.9559999704360962,197.397,468.111,0.675000011920929
2410,644.303,469.923,1.0,650.97,436.005,0.9940000176429749,659.497,421.636,0.9490000009536743,685.068,412.442,0.9350000023841858,690.857,411.146,0.7609999775886536,269.209,486.57,0.9990000128746033,229.603,466.69,0.9679999947547913,212.042,459.475,0.9399999976158142,196.038,444.347,0.972000002861023,177.751,438.128,1.0
2411,,,,,,,,,,,,,,,,305.946,470.414,1.0,259.955,462.615,0.9990000128746033,225.097,450.254,0.9990000128746033,196.489,441.915,0.996999979019165,179.861,430.338,0.9990000128746033
2412,,,,,,,,,,,,,,,,318.359,449.439,1.0,259.688,459.537,0.996999979019165,223.029,452.503,0.9990000128746033,196.732,442.209,0.996999979019165,180.912,430.886,0.9980000257492065
2413,,,,,,,,,,,,,,,,337.653,431.363,1.0,285.136,449.39,0.9990000128746033,241.782,451.034,0.9990000128746033,205.532,450.945,0.9990000128746033,184.219,443.382,0.9919999837875366
2414,,,0.0,634.587,140.74,0.7149999737739563,651.584,202.139,0.8830000162124634,676.028,250.566,0.9900000095367432,679.418,300.038,0.9940000176429749,380.399,421.933,1.0,326.128,433.513,1.0,285.007,441.567,0.9990000128746033,242.708,446.105,0.9990000128746033,200.68,454.487,1.0
2415,550.591,67.701,0.9959999918937683,586.41,92.572,0.9950000047683716,609.486,125.132,0.9959999918937683,636.875,154.961,0.8989999890327454,,,0.0,422.092,423.913,1.0,366.502,438.022,1.0,325.522,441.308,1.0,273.427,444.034,1.0,227.958,445.513,1.0
2416,487.279,89.431,0.9990000128746033,545.107,101.887,0.9990000128746033,593.257,108.231,0.9990000128746033,636.639,122.623,0.996999979019165,670.423,125.721,1.0,477.184,411.878,1.0,432.019,434.051,0.9990000128746033,389.889,443.841,1.0,346.432,443.767,0.9990000128746033,303.284,446.58,1.0
2417,486.45,77.906,1.0,538.762,98.212,1.0,585.606,109.551,0.9980000257492065,625.728,121.94,0.9990000128746033,663.707,124.499,1.0,511.643,402.028,1.0,462.143,420.729,1.0,416.324,427.799,0.9990000128746033,371.125,432.478,1.0,328.367,431.508,1.0
2418,553.862,69.241,1.0,584.229,101.455,1.0,611.029,112.824,0.9990000128746033,636.498,123.421,0.9980000257492065,663.518,128.976,1.0,578.322,390.696,1.0,527.422,404.011,1.0,479.309,412.686,0.9990000128746033,427.602,420.505,1.0,388.642,447.682,0.996999979019165
2419,610.783,99.267,1.0,617.783,115.731,0.9990000128746033,625.642,117.703,0.9990000128746033,636.566,131.514,0.9980000257492065,655.117,130.798,0.996999979019165,634.388,362.703,1.0,587.76,380.041,0.9990000128746033,540.774,395.103,0.9990000128746033,492.622,406.181,0.9980000257492065,461.442,430.495,0.9319999814033508
2420,,,0.0,611.218,109.298,0.996999979019165,619.103,117.677,0.9760000109672546,643.094,130.469,0.9990000128746033,671.086,132.772,0.9980000257492065,686.34,352.908,1.0,636.928,363.304,1.0,590.837,373.818,1.0,542.315,380.42,0.9990000128746033,503.405,406.117,1.0
2421,,,,,,,,,,,,,,,,,,0.0,,,0.0,644.189,370.493,0.9800000190734863,620.253,357.453,0.8299999833106995,594.912,362.057,0.9559999704360962
2422,,,,,,,,,,,,,,,,,,0.0,,,0.0,699.343,381.16,0.7260000109672546,644.182,363.584,0.6679999828338623,630.056,369.857,0.996999979019165
2423,852.765,307.926,1.0,804.015,323.567,1.0,763.185,318.471,1.0,724.974,315.965,0.9980000257492065,678.852,358.087,0.9850000143051147,,,,,,,,,,,,,,,
2424,888.161,283.52,1.0,842.686,292.449,1.0,800.827,293.49,1.0,756.375,293.489,0.996999979019165,716.77,308.366,1.0,515.921,444.752,1.0,555.918,442.871,0.9890000224113464,597.827,444.896,0.9869999885559082,645.12,441.588,0.996999979019165,682.515,435.714,0.9940000176429749
2425,902.624,282.157,1.0,852.006,278.2,0.9810000061988831,819.082,277.087,0.996999979019165,784.11,282.013,0.9929999709129333,757.497,306.683,0.9589999914169312,481.219,429.428,1.0,533.039,434.096,1.0,576.961,438.79,0.9980000257492065,619.306,440.95,0.9990000128746033,659.622,428.781,0.9990000128746033
2426,931.19,282.487,0.9959999918937683,884.397,278.014,0.996999979019165,849.388,267.038,0.9980000257492065,812.198,267.137,0.9710000157356262,777.807,282.689,0.9980000257492065,442.134,437.346,1.0,497.906,435.804,0.996999979019165,542.08,438.328,0.9950000047683716,588.382,436.597,0.9990000128746033,621.757,443.066,1.0
2427,945.94,300.689,0.9929999709129333,907.844,288.62,0.9980000257492065,868.475,278.999,1.0,833.613,273.053,1.0,800.924,282.955,1.0,407.048,436.717,1.0,459.447,437.8,0.9990000128746033,497.217,440.173,0.9990000128746033,543.507,443.884,1.0,579.614,454.156,1.0
2428,950.277,306.567,0.9290000200271606,915.858,292.131,0.9990000128746033,878.416,282.986,1.0,848.259,278.875,1.0,819.828,285.71,1.0,388.335,427.708,1.0,437.275,435.82,1.0,481.416,441.876,0.996999979019165,519.657,437.789,1.0,553.939,436.516,1.0
2429,948.051,307.206,0.6669999957084656,915.889,293.146,0.9950000047683716,891.328,282.954,0.9990000128746033,864.774,284.134,1.0,845.271,287.815,1.0,361.185,421.447,1.0,417.114,425.719,0.9990000128746033,462.188,432.55,1.0,494.717,428.861,1.0,534.736,427.471,1.0
2430,948.769,307.864,0.7369999885559082,924.674,300.495,0.9580000042915344,893.955,283.227,0.9990000128746033,870.113,285.458,1.0,844.872,286.274,1.0,328.939,424.817,1.0,388.768,414.096,0.9990000128746033,432.275,413.245,0.9990000128746033,470.14,406.856,1.0,507.187,419.676,1.0
2431,949.481,324.764,0.6830000281333923,924.273,298.895,0.9900000095367432,890.722,292.587,1.0,864.501,293.992,1.0,843.52,299.789,1.0,290.63,444.489,1.0,348.851,437.469,0.9860000014305115,396.73,436.061,0.9919999837875366,444.881,428.146,0.9980000257492065,479.932,424.494,1.0
2432,948.373,317.362,0.8550000190734863,914.462,299.928,0.9990000128746033,889.544,289.729,1.0,864.538,288.518,1.0,844.504,291.192,1.0,265.067,435.748,1.0,314.478,436.544,1.0,356.626,442.243,0.9990000128746033,403.265,435.719,0.9990000128746033,445.609,429.083,1.0
2433,923.816,299.817,0.9520000219345093,908.344,293.24,0.9929999709129333,885.835,283.739,1.0,866.044,284.309,1.0,845.387,285.182,1.0,215.676,413.833,1.0,269.069,414.392,0.9990000128746033,315.145,416.257,0.9980000257492065,353.186,428.819,1.0,391.857,436.371,1.0
2434,891.954,307.721,0.6819999814033508,931.667,310.144,0.9789999723434448,891.255,299.99,0.9829999804496765,868.693,291.84,1.0,852.001,281.837,1.0,197.006,409.771,1.0,253.888,413.745,1.0,293.741,418.92,1.0,334.262,426.565,1.0,373.926,440.995,1.0
2435,900.174,308.946,0.9890000224113464,909.728,308.077,0.968999981880188,884.049,299.917,0.9470000267028809,875.151,298.538,0.9929999709129333,852.105,290.876,1.0,194.955,414.739,1.0,255.504,420.93,1.0,299.275,425.489,1.0,335.548,432.461,1.0,378.464,433.778,1.0
2436,860.517,325.121,0.9980000257492065,900.071,317.64,0.9959999918937683,891.496,307.413,0.9900000095367432,863.249,292.237,0.75,849.197,285.877,0.9929999709129333,231.644,443.267,1.0,278.428,434.453,0.9990000128746033,320.676,429.351,0.9980000257492065,351.912,430.007,1.0,384.533,427.198,1.0
