scorer,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000
individuals,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB
bodyparts,a,a,a,b,b,b,c,c,c,d,d,d,e,e,e,a,a,a,b,b,b,c,c,c,d,d,d,e,e,e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1128,696.475,231.835,1.0,644.962,218.369,1.0,606.455,210.074,1.0,565.556,194.51,1.0,523.223,198.964,1.0,602.899,431.392,1.0,557.069,424.331,1.0,519.129,423.712,1.0,474.313,421.336,0.9950000047683716,436.808,413.349,0.9990000128746033
1129,731.157,250.216,1.0,692.069,235.906,0.9990000128746033,660.33,218.473,1.0,621.429,200.66,0.9990000128746033,584.971,195.465,1.0,640.603,390.525,1.0,593.293,401.698,1.0,557.142,403.987,1.0,518.317,408.608,1.0,474.938,401.295,1.0
1130,743.375,261.677,0.9990000128746033,714.67,236.82,0.9850000143051147,677.733,220.64,0.9990000128746033,645.914,198.831,0.9990000128746033,607.01,190.181,1.0,665.994,366.448,1.0,618.012,391.086,1.0,577.95,396.776,1.0,539.226,405.653,1.0,504.947,420.807,1.0
1131,769.707,286.634,1.0,734.42,257.124,1.0,704.929,232.889,1.0,671.395,207.331,1.0,633.829,189.616,1.0,679.011,340.186,1.0,637.521,369.941,1.0,602.059,393.906,0.996999979019165,574.693,413.219,0.9959999918937683,541.897,438.834,0.9980000257492065
1132,796.41,289.142,1.0,762.318,257.271,0.9990000128746033,734.157,236.529,1.0,700.879,216.719,0.9990000128746033,662.269,206.349,1.0,682.654,390.961,1.0,627.392,382.09,1.0,589.532,394.304,0.996999979019165,558.498,411.716,0.9990000128746033,530.24,426.37,0.9990000128746033
1133,803.464,306.263,1.0,778.03,274.711,0.9980000257492065,757.139,242.219,0.9990000128746033,725.172,216.418,1.0,689.136,203.585,1.0,669.761,422.475,1.0,620.03,394.966,0.9990000128746033,580.263,392.841,0.9990000128746033,549.439,398.72,1.0,509.537,413.904,1.0
1134,824.307,295.826,1.0,782.945,283.428,0.996999979019165,753.401,262.376,1.0,726.479,241.451,1.0,696.956,224.785,1.0,655.293,427.804,1.0,613.659,395.192,0.9990000128746033,574.293,388.972,0.9959999918937683,540.638,397.665,0.9940000176429749,506.997,422.885,1.0
1135,840.84,281.05,1.0,801.221,277.591,0.9980000257492065,764.232,261.075,1.0,728.244,246.495,1.0,698.468,231.387,1.0,651.826,425.647,1.0,609.783,394.071,0.9990000128746033,572.66,389.351,0.9850000143051147,540.042,405.057,0.9959999918937683,506.547,423.166,1.0
1136,873.071,260.683,1.0,837.046,269.624,0.996999979019165,800.154,262.575,1.0,759.056,248.414,1.0,725.677,243.468,1.0,645.763,410.727,0.996999979019165,603.666,387.815,0.9980000257492065,570.566,394.239,0.9710000157356262,541.892,403.928,0.9490000009536743,508.089,426.857,0.9990000128746033
1137,889.048,267.238,0.9990000128746033,848.991,268.454,0.9959999918937683,815.285,260.192,0.9990000128746033,781.102,249.046,0.9990000128746033,742.257,247.263,1.0,654.371,352.312,1.0,611.092,379.834,0.9980000257492065,573.802,395.899,0.996999979019165,541.204,413.729,0.9990000128746033,506.204,432.347,1.0
1138,893.161,254.131,1.0,852.098,263.251,1.0,815.817,260.063,1.0,772.923,250.269,1.0,737.443,249.331,1.0,656.843,299.717,1.0,620.677,344.341,1.0,591.717,373.616,1.0,556.652,403.735,1.0,523.639,427.585,0.9990000128746033
1139,881.92,257.972,1.0,839.514,258.197,1.0,801.112,255.33,1.0,764.25,252.58,1.0,728.07,252.138,1.0,690.162,278.922,1.0,647.779,312.183,0.9990000128746033,615.735,341.185,1.0,591.239,370.303,1.0,558.509,393.896,1.0
1140,871.96,266.463,1.0,828.756,262.391,0.9990000128746033,790.983,252.062,0.9990000128746033,757.875,248.667,0.9980000257492065,723.652,243.233,0.9869999885559082,707.753,242.052,1.0,669.629,267.084,0.9980000257492065,645.565,293.139,1.0,627.037,317.197,0.9980000257492065,599.944,356.758,1.0
1141,864.762,270.433,1.0,821.471,268.227,0.9909999966621399,788.788,257.892,0.9990000128746033,758.765,247.971,1.0,723.287,246.982,1.0,709.553,205.732,1.0,668.124,243.062,0.9860000014305115,638.314,268.572,0.9990000128746033,625.242,297.657,1.0,601.89,331.948,1.0
1142,858.317,279.286,1.0,822.502,270.291,0.996999979019165,788.508,262.343,1.0,757.253,250.754,1.0,725.545,249.942,1.0,743.449,154.556,1.0,699.898,195.512,0.9929999709129333,660.315,222.207,0.9980000257492065,638.19,254.038,0.9990000128746033,613.065,294.165,1.0
1143,854.853,276.244,1.0,814.882,266.461,0.9980000257492065,782.435,263.832,1.0,753.693,258.764,1.0,719.85,252.661,1.0,801.613,122.458,1.0,754.796,151.543,1.0,711.163,178.112,0.996999979019165,674.589,198.879,1.0,632.199,220.246,0.9980000257492065
1144,855.183,278.59,1.0,813.871,267.465,0.9990000128746033,779.369,263.984,1.0,749.905,255.702,1.0,719.696,253.869,1.0,831.737,109.34,1.0,781.061,132.629,0.9990000128746033,746.109,156.639,0.9990000128746033,708.235,172.32,1.0,673.539,192.44,1.0
1145,853.996,276.477,1.0,814.085,266.942,0.9990000128746033,780.691,264.168,1.0,748.644,256.236,1.0,719.627,255.57,1.0,858.33,109.141,0.9990000128746033,812.706,127.436,0.9980000257492065,770.79,139.039,0.9990000128746033,730.474,150.741,1.0,689.112,155.668,1.0
1146,856.338,275.53,1.0,814.452,266.55,0.9980000257492065,780.432,265.118,1.0,748.315,256.92,1.0,719.044,254.899,1.0,833.934,168.375,0.9990000128746033,806.43,126.451,0.9800000190734863,769.897,115.806,0.9959999918937683,731.405,108.424,0.9990000128746033,688.44,110.633,1.0
1147,854.129,277.316,1.0,814.898,267.399,0.9990000128746033,780.854,264.492,1.0,749.606,255.992,1.0,718.748,255.032,1.0,808.098,197.081,1.0,788.102,150.722,1.0,763.704,122.853,0.9959999918937683,732.254,103.647,0.9990000128746033,694.71,88.721,1.0
1148,853.827,280.018,1.0,814.829,267.244,0.9990000128746033,781.862,264.36,1.0,750.29,258.524,1.0,718.904,256.021,1.0,771.145,211.485,0.9229999780654907,767.179,165.321,0.9990000128746033,746.522,132.585,1.0,723.644,107.361,1.0,695.096,87.072,1.0
1149,855.293,282.375,1.0,815.301,274.874,0.9990000128746033,782.514,264.432,1.0,751.4,256.735,1.0,717.092,260.412,1.0,725.235,221.956,0.9980000257492065,723.411,182.253,1.0,731.256,142.851,0.9990000128746033,731.798,108.938,0.9950000047683716,704.736,85.11,0.9990000128746033
1150,854.648,279.249,1.0,813.71,269.223,0.996999979019165,775.135,264.758,1.0,743.863,251.251,1.0,717.458,258.504,0.996999979019165,709.239,228.757,0.9990000128746033,707.677,195.319,0.9929999709129333,713.659,159.365,0.9990000128746033,730.525,114.537,0.9869999885559082,709.291,85.196,0.9990000128746033
1151,853.562,276.831,1.0,812.901,268.452,0.9980000257492065,776.487,262.099,1.0,749.957,248.087,1.0,722.601,260.585,0.9760000109672546,667.957,266.368,0.9940000176429749,684.135,226.99,1.0,696.999,196.823,1.0,710.856,163.752,0.9990000128746033,725.021,128.391,1.0
1152,857.573,281.047,1.0,813.691,268.413,0.9990000128746033,779.006,262.821,1.0,748.545,247.743,0.996999979019165,722.905,257.682,0.9760000109672546,622.007,277.028,1.0,669.668,241.842,1.0,697.099,211.396,1.0,715.314,179.336,1.0,738.728,143.345,1.0
1153,855.183,276.848,1.0,812.52,269.044,0.9990000128746033,780.179,264.867,1.0,747.98,260.386,0.9120000004768372,723.705,259.762,0.3490000069141388,621.229,302.176,1.0,661.37,263.139,1.0,682.418,226.963,1.0,706.505,201.841,1.0,738.99,180.826,1.0
1154,853.389,276.466,1.0,812.412,268.334,0.9980000257492065,779.832,263.75,1.0,755.934,248.333,0.9089999794960022,730.772,235.528,0.8930000066757202,629.625,339.634,1.0,651.364,294.076,1.0,669.021,254.817,1.0,689.946,218.35,1.0,711.711,183.048,1.0
1155,851.078,279.204,1.0,813.455,268.283,0.996999979019165,779.731,265.265,1.0,749.475,260.933,1.0,720.781,265.526,0.9739999771118164,604.086,348.196,1.0,637.893,300.822,1.0,651.377,259.601,1.0,669.475,230.263,1.0,692.184,206.443,1.0
1156,857.041,282.271,1.0,815.951,270.005,0.9980000257492065,781.684,265.175,1.0,751.069,257.39,1.0,714.894,258.575,0.9940000176429749,564.185,404.916,1.0,605.035,358.922,0.9990000128746033,631.503,318.613,1.0,646.36,282.286,1.0,671.363,264.988,1.0
1157,857.183,282.907,1.0,815.862,269.749,0.9980000257492065,781.206,264.853,1.0,748.415,256.372,1.0,718.617,256.299,1.0,514.677,439.74,1.0,556.477,402.05,1.0,576.554,368.609,1.0,597.045,339.549,1.0,622.047,325.871,0.9909999966621399
1158,857.37,284.611,1.0,815.523,270.236,0.9980000257492065,780.442,265.019,1.0,748.696,256.05,1.0,718.941,256.283,1.0,473.774,457.11,0.9990000128746033,516.768,416.965,1.0,544.108,385.565,1.0,562.629,356.83,1.0,585.048,331.765,1.0
1159,850.834,282.423,1.0,813.098,273.219,1.0,780.404,264.496,1.0,748.947,256.457,1.0,718.756,256.434,1.0,465.795,486.163,0.9980000257492065,498.099,438.532,1.0,529.728,405.004,1.0,559.894,377.596,1.0,586.721,358.662,1.0
1160,854.525,282.909,1.0,814.655,269.677,0.9990000128746033,780.346,264.869,1.0,748.399,256.624,1.0,718.453,256.479,1.0,442.805,473.042,0.9990000128746033,495.097,442.904,0.9980000257492065,524.835,420.406,0.9929999709129333,557.556,394.036,0.9990000128746033,581.872,374.966,1.0
1161,853.868,282.785,1.0,813.876,269.954,0.9990000128746033,779.389,264.241,1.0,747.501,256.075,1.0,718.205,256.328,1.0,440.174,466.498,1.0,485.635,438.949,0.9990000128746033,524.715,418.441,0.9990000128746033,556.733,394.134,0.9990000128746033,585.047,374.101,1.0
1162,856.781,284.461,1.0,814.913,270.071,0.9990000128746033,780.204,264.831,1.0,747.846,256.451,1.0,718.521,256.47,1.0,483.865,488.152,1.0,508.675,438.801,0.9909999966621399,534.604,412.309,0.9990000128746033,559.362,384.402,1.0,585.908,363.929,1.0
1163,856.754,285.701,1.0,815.386,274.838,1.0,780.445,264.8,1.0,747.327,256.889,1.0,718.0,255.871,1.0,518.099,493.635,1.0,526.909,442.833,1.0,538.254,416.046,0.9990000128746033,556.658,387.799,1.0,579.371,360.263,1.0
1164,853.798,282.09,1.0,814.699,273.409,1.0,780.151,264.678,1.0,747.345,256.87,1.0,718.215,256.428,1.0,525.191,482.271,1.0,529.472,441.527,0.9990000128746033,538.192,414.97,0.996999979019165,555.934,386.804,1.0,579.821,359.636,1.0
1165,851.423,282.602,1.0,812.808,273.454,1.0,779.938,264.648,1.0,747.959,256.785,1.0,718.469,257.103,1.0,540.034,460.904,0.9879999756813049,534.174,427.593,0.9869999885559082,533.259,401.183,0.9980000257492065,555.803,380.05,0.996999979019165,579.351,360.837,1.0
1166,851.909,283.488,1.0,811.977,273.595,1.0,776.41,264.647,1.0,746.721,257.08,1.0,718.062,257.08,1.0,545.988,411.68,1.0,545.94,441.099,1.0,538.173,400.874,1.0,559.104,382.511,1.0,581.746,363.065,1.0
1167,852.013,282.051,1.0,812.962,269.589,0.9990000128746033,775.159,263.869,1.0,747.397,256.423,1.0,718.443,256.429,1.0,547.616,381.415,0.9890000224113464,548.564,396.727,0.9980000257492065,540.115,370.615,0.9990000128746033,559.506,366.318,1.0,580.701,354.609,1.0
1168,855.212,283.096,1.0,813.266,273.379,1.0,777.024,264.968,1.0,746.27,256.382,1.0,718.254,256.032,1.0,517.547,196.937,1.0,523.772,248.724,1.0,528.408,292.903,1.0,543.752,348.994,0.9950000047683716,547.001,394.911,0.9760000109672546
1169,853.432,283.256,1.0,814.029,269.702,0.9990000128746033,779.354,264.448,1.0,746.544,256.694,1.0,718.459,256.217,1.0,,,0.0,524.519,179.367,0.9049999713897705,535.887,227.223,0.9980000257492065,548.23,270.017,0.9959999918937683,570.84,317.214,0.8799999952316284
1170,852.763,280.805,1.0,813.189,269.619,0.9990000128746033,778.775,263.946,1.0,746.337,257.093,1.0,718.169,256.2,1.0,,,,,,,,,,,,,,,
1171,855.142,280.78,1.0,813.728,269.978,0.9980000257492065,776.83,264.41,1.0,746.762,257.565,1.0,718.361,256.749,1.0,445.944,147.556,1.0,499.621,153.48,0.9990000128746033,536.702,163.225,0.9980000257492065,563.204,186.987,0.9240000247955322,,,0.0
1172,854.39,282.928,1.0,815.637,269.769,0.9980000257492065,780.988,265.087,1.0,748.363,256.845,1.0,718.627,255.692,1.0,,,,,,,,,,,,,,,
1173,852.398,281.858,1.0,813.669,268.563,0.9980000257492065,779.693,264.948,1.0,751.019,258.032,1.0,722.964,257.387,1.0,373.366,198.42,1.0,430.355,218.565,1.0,456.97,246.336,1.0,485.778,273.852,1.0,505.005,306.855,1.0
1174,855.787,285.16,1.0,815.016,274.525,1.0,781.066,265.323,1.0,750.252,258.232,1.0,722.825,257.438,1.0,367.857,162.242,1.0,414.312,191.891,1.0,451.62,213.45,1.0,475.263,239.557,0.9959999918937683,491.971,277.809,0.9509999752044678
1175,856.058,284.111,1.0,813.425,273.273,1.0,779.979,266.108,1.0,750.367,257.62,1.0,722.833,257.64,1.0,384.177,141.276,1.0,421.076,184.467,1.0,452.971,206.396,1.0,474.162,235.788,1.0,490.975,264.895,1.0
1176,857.037,284.85,1.0,814.648,275.794,1.0,780.976,265.279,1.0,749.308,258.275,1.0,722.583,257.743,1.0,434.451,132.761,1.0,457.583,181.794,1.0,472.192,216.483,1.0,486.18,247.961,1.0,493.668,278.281,0.9940000176429749
1177,856.73,284.968,1.0,814.93,276.011,1.0,781.0,265.403,1.0,749.304,258.154,1.0,722.47,257.713,1.0,484.404,203.441,0.7680000066757202,477.148,211.502,0.9860000014305115,482.424,226.33,0.9909999966621399,484.225,251.715,0.9990000128746033,485.2,279.522,0.9990000128746033
1178,857.091,281.484,1.0,813.346,273.852,0.9990000128746033,779.306,264.856,1.0,749.36,258.232,1.0,722.426,257.933,1.0,509.23,276.358,1.0,491.197,241.518,0.9980000257492065,468.711,260.937,0.9890000224113464,484.321,260.288,0.9819999933242798,500.922,271.14,0.9710000157356262
1179,857.794,285.609,1.0,813.936,274.962,1.0,779.902,265.297,1.0,749.256,258.336,1.0,722.27,257.949,1.0,,,,,,,,,,,,,,,
1180,854.124,282.735,1.0,812.432,275.269,1.0,779.121,265.039,1.0,748.689,258.63,1.0,722.062,257.953,1.0,525.385,291.599,0.9860000014305115,542.667,316.913,0.9959999918937683,550.416,356.018,0.9959999918937683,548.904,410.432,0.9819999933242798,549.005,449.712,0.9980000257492065
1181,854.421,284.438,1.0,812.975,274.597,1.0,779.428,265.005,1.0,748.73,258.413,1.0,722.098,257.563,1.0,539.94,315.892,0.9990000128746033,531.266,347.945,0.9980000257492065,521.718,379.725,0.9380000233650208,509.34,434.98,0.9330000281333923,501.655,476.907,0.8149999976158142
1182,857.044,284.638,1.0,813.865,273.465,1.0,779.611,264.68,1.0,749.001,257.969,1.0,722.001,257.681,1.0,392.243,461.369,1.0,437.367,455.505,0.9990000128746033,467.17,445.704,0.9990000128746033,498.691,437.545,0.9580000042915344,521.297,426.686,0.8569999933242798
1183,857.747,286.513,1.0,814.065,273.638,1.0,780.029,264.507,1.0,749.336,257.953,1.0,722.101,257.685,1.0,348.732,451.86,0.9879999756813049,396.129,450.202,0.9959999918937683,433.703,449.984,0.9980000257492065,478.344,452.616,0.9980000257492065,518.487,452.959,1.0
1184,856.22,285.32,1.0,813.534,273.585,1.0,780.291,264.63,1.0,749.904,258.133,1.0,722.566,257.492,1.0,301.847,442.559,0.9980000257492065,353.701,438.659,0.9980000257492065,394.665,441.38,0.9940000176429749,434.643,444.007,0.9990000128746033,470.376,441.186,1.0
1185,853.576,280.402,1.0,814.879,269.797,0.9980000257492065,780.232,264.883,1.0,750.228,258.337,1.0,722.674,257.442,1.0,299.495,488.892,0.9990000128746033,347.838,459.054,0.9919999837875366,380.389,458.055,0.9789999723434448,412.684,451.17,0.8029999732971191,446.115,434.987,0.996999979019165
1186,857.794,283.699,1.0,816.044,270.069,0.9990000128746033,780.789,265.843,1.0,750.024,257.839,1.0,722.696,257.269,1.0,322.372,499.041,0.9990000128746033,355.503,465.71,0.9940000176429749,386.07,438.539,1.0,410.935,426.872,0.9990000128746033,429.731,419.28,1.0
1187,857.216,284.817,1.0,817.725,269.724,1.0,780.451,265.143,1.0,750.427,257.993,1.0,722.814,257.721,1.0,346.196,491.314,1.0,369.746,462.017,0.996999979019165,385.746,444.882,1.0,404.564,431.021,1.0,421.38,423.538,1.0
1188,856.966,285.242,1.0,819.3,272.101,1.0,781.493,265.419,1.0,750.615,258.219,1.0,722.88,257.772,1.0,,,,,,,,,,,,,,,
1189,855.97,283.51,1.0,818.629,270.662,1.0,781.901,265.419,1.0,751.082,258.546,1.0,723.299,257.186,1.0,,,,,,,,,,,,,,,
1190,857.698,286.226,1.0,819.283,272.602,1.0,782.328,265.907,1.0,750.968,258.195,1.0,723.461,256.97,1.0,373.747,379.96,1.0,384.493,430.576,1.0,384.66,470.003,1.0,387.543,460.267,0.9990000128746033,409.225,433.88,1.0
1191,857.494,285.374,1.0,818.09,270.494,1.0,781.748,265.578,1.0,751.314,257.671,1.0,723.199,256.862,1.0,,,,,,,,,,,,,,,
1192,856.373,287.835,1.0,816.63,265.867,1.0,780.473,259.44,1.0,751.493,250.689,0.9990000128746033,724.206,256.767,1.0,347.934,140.698,0.2240000069141388,338.509,202.025,0.9990000128746033,346.824,276.731,0.9929999709129333,351.419,337.542,1.0,334.983,378.922,0.9679999947547913
1193,854.675,288.985,1.0,816.112,269.287,1.0,780.702,264.046,1.0,750.581,257.045,1.0,722.866,253.067,1.0,,,0.0,339.166,181.781,0.9419999718666077,338.4,231.146,0.9990000128746033,340.931,283.017,0.9929999709129333,355.092,329.33,0.9919999837875366
1194,855.552,294.21,1.0,817.402,268.994,1.0,781.534,260.167,1.0,750.67,251.293,0.9990000128746033,723.243,256.239,1.0,,,0.0,339.555,157.151,0.8009999990463257,339.05,198.125,0.9990000128746033,346.873,235.878,0.9980000257492065,362.665,284.75,0.9980000257492065
1195,856.937,286.266,1.0,816.782,269.868,1.0,781.445,264.391,1.0,752.034,251.211,0.9990000128746033,722.615,252.693,1.0,338.856,111.084,1.0,362.706,138.131,1.0,381.291,159.198,1.0,397.981,185.984,0.9990000128746033,403.308,215.596,0.9929999709129333
1196,856.745,285.814,1.0,814.529,267.598,1.0,780.736,261.426,1.0,752.061,250.154,0.9980000257492065,723.17,251.718,1.0,325.973,88.77,1.0,360.936,123.154,1.0,393.059,149.859,1.0,413.897,183.408,1.0,436.432,216.445,1.0
1197,855.175,283.554,1.0,815.489,267.789,0.9990000128746033,781.779,262.548,1.0,752.598,251.022,0.9990000128746033,723.245,252.129,1.0,339.216,77.304,1.0,372.564,123.36,1.0,400.894,163.62,1.0,420.19,190.765,1.0,441.871,219.88,1.0
1198,857.785,286.089,1.0,816.345,268.439,1.0,782.514,262.37,1.0,752.971,250.652,0.9990000128746033,723.551,251.712,1.0,404.17,51.82,0.9950000047683716,426.621,106.823,0.9980000257492065,427.353,153.293,1.0,430.428,188.398,1.0,444.073,225.031,1.0
1199,855.456,285.329,1.0,815.098,268.614,1.0,781.677,262.179,1.0,752.769,250.581,0.9990000128746033,723.185,251.386,1.0,434.939,120.78,0.9269999861717224,437.17,139.409,0.9900000095367432,443.024,172.832,0.9980000257492065,448.538,210.726,1.0,457.001,242.737,1.0
1200,847.704,289.403,1.0,814.26,267.256,1.0,780.904,261.073,1.0,752.824,250.343,0.9990000128746033,723.693,251.156,1.0,,,,,,,,,,,,,,,
1201,853.885,278.353,1.0,815.935,268.759,0.9980000257492065,781.902,263.152,1.0,752.414,250.597,0.9980000257492065,723.831,251.204,1.0,,,0.0,499.958,370.595,0.9570000171661377,484.809,292.418,0.8799999952316284,491.695,250.972,0.9330000281333923,502.631,193.767,0.9959999918937683
1202,855.234,279.644,1.0,817.154,268.806,0.9980000257492065,782.875,264.074,1.0,752.612,250.865,0.9980000257492065,723.912,251.516,1.0,,,0.0,491.247,404.499,0.8429999947547913,486.294,292.879,0.9789999723434448,483.563,250.864,0.8970000147819519,508.64,193.658,0.9909999966621399
1203,850.334,272.744,1.0,814.487,266.891,0.9919999837875366,781.348,259.624,1.0,752.96,250.672,0.9990000128746033,724.106,251.504,1.0,,,0.0,491.318,371.516,0.8080000281333923,490.812,307.079,0.8849999904632568,485.399,259.581,0.3919999897480011,508.265,195.467,0.9570000171661377
1204,861.066,274.992,1.0,816.896,267.195,0.996999979019165,783.8,260.449,1.0,752.972,251.114,0.9980000257492065,724.582,251.266,1.0,,,,,,,,,,,,,,,
1205,872.703,278.943,1.0,829.818,261.453,0.9850000143051147,787.996,256.812,0.9990000128746033,754.32,250.509,1.0,722.279,252.038,1.0,,,0.0,442.681,252.911,0.7889999747276306,467.315,324.202,0.8330000042915344,468.594,299.056,0.9459999799728394,470.236,404.77,0.9990000128746033
1206,842.129,304.603,1.0,819.177,268.622,0.9929999709129333,786.511,250.769,0.9959999918937683,755.244,250.17,1.0,725.521,250.788,1.0,,,,,,,,,,,,,,,
1207,837.274,303.984,1.0,818.907,267.948,0.9980000257492065,788.422,250.623,0.9909999966621399,756.175,249.442,0.9990000128746033,725.074,250.167,1.0,,,,,,,,,,,,,,,
1208,835.226,296.515,0.9990000128746033,819.42,267.461,0.9980000257492065,788.427,250.518,0.9909999966621399,756.149,249.355,0.9990000128746033,724.771,250.495,1.0,,,,,,,,,,,,,,,
1209,834.926,296.96,0.9769999980926514,826.89,267.627,0.9459999799728394,795.708,251.947,0.984000027179718,757.527,251.177,0.9990000128746033,726.471,250.343,1.0,394.636,67.67,1.0,408.378,105.176,1.0,426.855,140.296,0.9980000257492065,451.482,165.323,0.972000002861023,,,0.0
1210,834.954,297.444,0.9620000123977661,820.492,268.632,0.9909999966621399,788.804,250.759,0.9769999980926514,757.305,251.067,0.9990000128746033,726.241,250.436,1.0,386.794,51.061,0.9990000128746033,407.733,91.174,1.0,434.702,130.466,0.9990000128746033,462.573,159.004,0.9990000128746033,483.387,188.897,1.0
1211,834.282,296.884,0.9959999918937683,820.269,267.559,0.9950000047683716,788.364,250.756,0.984000027179718,757.535,251.225,0.9990000128746033,726.949,250.748,1.0,387.203,54.34,0.9990000128746033,410.772,101.94,1.0,439.941,133.437,1.0,465.381,159.241,1.0,495.68,189.329,1.0
1212,834.911,295.856,0.9919999837875366,820.131,267.024,0.996999979019165,789.378,250.742,0.9819999933242798,757.932,251.024,0.9990000128746033,727.319,250.465,1.0,438.802,62.013,1.0,440.095,119.881,0.9990000128746033,451.337,151.404,1.0,464.13,173.113,1.0,492.199,198.819,1.0
1213,838.044,295.354,0.984000027179718,826.851,266.864,0.9909999966621399,794.968,250.84,0.9900000095367432,757.941,250.782,0.9990000128746033,727.362,250.824,1.0,465.56,140.779,0.9980000257492065,445.326,109.469,0.9950000047683716,460.95,149.067,1.0,471.074,168.265,1.0,492.246,196.415,1.0
1214,838.013,295.386,0.9779999852180481,827.208,266.741,0.984000027179718,790.112,249.863,0.9909999966621399,757.414,250.245,0.9990000128746033,727.559,250.867,1.0,468.144,181.017,1.0,450.457,140.002,1.0,457.514,135.248,0.9940000176429749,449.241,155.35,0.9919999837875366,479.406,188.36,0.8980000019073486
1215,836.724,299.569,0.9750000238418579,827.562,259.13,0.953000009059906,795.33,244.9,0.949999988079071,758.322,247.129,0.9980000257492065,725.286,249.983,1.0,469.686,183.668,1.0,452.696,146.507,1.0,458.255,134.694,0.9909999966621399,464.262,162.683,0.9919999837875366,492.624,195.577,0.984000027179718
